timestamp;X_axis_mg;Y_axis_mg;Z_axis_mg;fault_type;sample_id
0.0;42.26075937030496;81.06411640172084;1014.1103925849842;Imbalance;1
0.033444816053511704;-85.74501615389131;-59.35229353740212;813.1101596709954;Imbalance;2
0.06688963210702341;75.69553961557938;-128.09114329314588;1120.5962290636808;Imbalance;3
0.1003344481605351;25.119466690023177;87.5550082090857;1022.2290429005501;Imbalance;4
0.13377926421404682;-110.67780274443507;-14.150698782824456;845.3815754795977;Imbalance;5
0.16722408026755853;53.28453322024024;-81.0066951001094;1128.5198669004533;Imbalance;6
0.2006688963210702;108.17255096458365;110.9906363549926;1008.667860106679;Imbalance;7
0.23411371237458192;-126.76786159992066;-46.11552302934402;812.7625582208348;Imbalance;8
0.26755852842809363;108.72764364609844;-89.12060802231527;1156.8347206254027;Imbalance;9
0.3010033444816053;119.55503485043822;138.58964030940325;1026.5871831634527;Imbalance;10
0.33444816053511706;-131.8433459897316;30.388721986819412;751.9945226557945;Imbalance;11
0.36789297658862874;11.945681756195981;-109.87187812542328;1032.3197403167148;Imbalance;12
0.4013377926421404;93.90300042046385;100.96739220635193;1119.7600036688364;Imbalance;13
0.43478260869565216;-85.09841682166976;7.381342370166498;819.7198659437671;Imbalance;14
0.46822742474916385;41.092457037771766;-132.69428782847305;1026.758730603863;Imbalance;15
0.5016722408026756;167.90733572368657;104.8216319238926;1095.3154049940829;Imbalance;16
0.5351170568561873;-171.47526529981678;30.846602182918794;818.6577955138796;Imbalance;17
0.568561872909699;16.31743050451516;-122.82193852428342;1118.0125544006753;Imbalance;18
0.6020066889632106;169.80029354449158;104.36879898069884;1169.8730802893542;Imbalance;19
0.6354515050167224;-212.1726911786966;1.0232070283251682;862.9005531939639;Imbalance;20
0.6688963210702341;32.43689521785544;-142.80226636853354;1077.0040188621417;Imbalance;21
0.7023411371237458;105.59522370262731;104.06286019848993;1185.984408944768;Imbalance;22
0.7357859531772575;-172.55576065893322;0.5529855372358945;828.0298051140953;Imbalance;23
0.7692307692307692;40.46048185454201;-158.76136071650646;1068.3630715204943;Imbalance;24
0.8026755852842808;170.249614056804;94.17572601371812;1154.9033886873196;Imbalance;25
0.8361204013377926;-204.90369785646192;67.4708867423405;803.9802312073257;Imbalance;26
0.8695652173913043;-9.550482770944095;-114.19348167723203;1045.823278229323;Imbalance;27
0.903010033444816;185.81562142154573;90.52510598166094;1174.8912358108785;Imbalance;28
0.9364548494983277;-169.1288310910499;25.289060813458;811.913944089938;Imbalance;29
0.9698996655518394;29.44874266680474;-165.24611504606133;950.9393424828886;Imbalance;30
1.0033444816053512;130.89694053878122;101.79964699274112;1158.1730314461624;Imbalance;31
1.0367892976588629;-124.84562850305085;45.333256955105426;791.5649793442838;Imbalance;32
1.0702341137123745;26.529367007244634;-107.99134451619872;985.2888095276852;Imbalance;33
1.1036789297658862;183.8124917557672;121.97747258701628;1177.3592528831196;Imbalance;34
1.137123745819398;-187.85093166488696;80.63176294828716;778.9990384022065;Imbalance;35
1.1705685618729096;-3.5262780122829573;-136.97830969515542;979.0493894119396;Imbalance;36
1.2040133779264213;192.29141357849787;54.17348932196926;1212.674075583123;Imbalance;37
1.237458193979933;-179.87844631964498;27.215966994545195;872.0614586636489;Imbalance;38
1.2709030100334449;-51.35871726572566;-68.13890961653301;914.982633968352;Imbalance;39
1.3043478260869565;142.24597607617807;1.287794678869325;1180.7878661170412;Imbalance;40
1.3377926421404682;-143.1976385924296;57.94728061793006;870.1615962643899;Imbalance;41
1.37123745819398;-33.6947521428526;-72.72133019221563;952.8640869403552;Imbalance;42
1.4046822742474916;140.82239271150468;-4.613905452762964;1209.2954638986616;Imbalance;43
1.4381270903010033;-154.37355913454454;36.192260845436124;821.2291899985362;Imbalance;44
1.471571906354515;4.540686381063644;-69.69509344515527;961.0367730936259;Imbalance;45
1.5050167224080266;188.9032461488035;24.22146439063246;1218.6544042991372;Imbalance;46
1.5384615384615383;-120.56017622656687;99.20247195119632;871.7908118055233;Imbalance;47
1.57190635451505;16.07435719703178;-41.488416550332744;915.0677206274447;Imbalance;48
1.6053511705685617;168.52026443980856;-34.34809783630779;1233.6463815587258;Imbalance;49
1.6387959866220736;-45.3175674448178;87.55368724843713;903.5991728081736;Imbalance;50
1.6722408026755853;-38.800537099290075;-1.3825010247203124;909.0957353390088;Imbalance;51
1.705685618729097;122.01664468679769;-13.361703956865657;1203.5621488171764;Imbalance;52
1.7391304347826086;-68.20114413333368;55.687216986317324;913.7584185447602;Imbalance;53
1.7725752508361203;-102.17265580811014;-49.462259819708166;885.1370563924738;Imbalance;54
1.806020066889632;91.94282467621017;-47.479228253638865;1214.743078369965;Imbalance;55
1.8394648829431437;-66.67296362946621;120.2435682009092;925.5321188188965;Imbalance;56
1.8729096989966554;-93.20549294404856;-49.65494679755416;833.582074794106;Imbalance;57
1.906354515050167;77.43256572902483;-101.3862820183304;1123.3328719035974;Imbalance;58
1.9397993311036787;-20.699399656822973;129.76190258986261;937.994708718666;Imbalance;59
1.9732441471571907;-136.47713861631848;-13.541627200589392;802.982747774208;Imbalance;60
2.0066889632107023;56.84118508705808;-139.73737373982584;1194.7975213574416;Imbalance;61
2.040133779264214;-15.230242149954083;127.67052504922552;1027.5005868152703;Imbalance;62
2.0735785953177257;-91.52932466154527;-8.124605521168894;840.1015500332687;Imbalance;63
2.1070234113712374;61.88206685286101;-87.77437575534171;1090.408930639305;Imbalance;64
2.140468227424749;57.13084551779262;116.35395112217822;1058.70746345184;Imbalance;65
